"BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",12168,78,,"A2","150-19 113TH AVENUE                      ","            ",11433,1,0,1,2020,920,1940,1,"A2",281000,"2015-07-01"
4,"SOUTH JAMAICA            ","01  ONE FAMILY DWELLINGS                    ","1",12181,54,,"A2","160-39 CLAUDE AVENUE                     ","            ",11433,1,0,1,9040,504,1920,1,"A2",300000,"2016-04-08"
4,"SOUTH JAMAICA            ","02  TWO FAMILY DWELLINGS                    ","1",10193,90,,"B2","164-47 NADAL PLACE                       ","            ",11433,2,0,2,1351,900,2005,1,"B2",324360,"2015-11-24"
4,"SOUTH JAMAICA            ","02  TWO FAMILY DWELLINGS                    ","1",12147,34,,"B3","109-24 157TH STREET                      ","            ",11433,2,0,2,2500,932,1915,1,"B3",310700,"2016-01-25"
4,"SOUTH JAMAICA            ","22  STORE BUILDINGS                         ","4",10190,41,,"K2","110-01 GUY BREWER BLVD                   ","            ",11433,0,2,2,1000,980,1964,4,"K2",240000,"2015-12-17"
4,"SOUTH JAMAICA            ","29  COMMERCIAL GARAGES                      ","4",10041,6,,"G9","143-18 PINEGROVE STREET                  ","            ",11385,0,1,1,8534,500,1931,4,"G9",1937500,"2015-06-25"
4,"SOUTH JAMAICA            ","29  COMMERCIAL GARAGES                      ","4",10056,17,,"G2","105-20 SUTPHIN BLVD                      ","            ",11417,0,2,2,3505,700,1931,4,"G9",499950,"2015-05-07"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11605,23,,"A1","109-32 125TH   STREET                    ","            ",11420,1,0,1,2000,840,1920,1,"A1",221500,"2015-11-17"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11650,158,,"A1","114-21 123RD   STREET                    ","            ",11420,1,0,1,1400,924,1930,1,"A1",355000,"2015-12-22"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11650,158,,"A1","114-21 123RD STREET                      ","            ",11420,1,0,1,1400,924,1930,1,"A1",205000,"2015-09-03"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11651,27,,"A1","114-36 125TH STREET                      ","            ",11420,1,0,1,2000,896,1925,1,"A1",325000,"2016-01-27"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11660,27,,"A1","114-36 135TH   STREET                    ","            ",11420,1,0,1,2200,896,1930,1,"A1",225000,"2015-10-28"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11660,30,,"A1","114-42 135 ST                            ","            ",11420,1,0,1,2200,896,1930,1,"A1",345000,"2016-01-11"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11666,17,,"A1","115-22 123RD   STREET                    ","            ",11420,1,0,1,2100,966,1920,1,"A1",337500,"2015-07-15"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11670,31,,"A1","126-19 116TH AVE                         ","            ",11420,1,0,1,2000,896,1930,1,"A1",431000,"2016-04-13"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11670,31,,"A1","126-19 116TH   AVENUE                    ","            ",11420,1,0,1,2000,896,1930,1,"A1",185500,"2015-09-21"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11670,37,,"A1","126-07 116TH AVENUE                      ","            ",11420,1,0,1,2000,896,1930,1,"A1",168500,"2015-10-14"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11670,57,,"A5","115-19 126TH STREET                      ","            ",11420,1,0,1,2142,940,1935,1,"A5",320000,"2016-01-14"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11672,53,,"A2","115-27 128TH   STREET                    ","            ",11420,1,0,1,3150,753,1925,1,"A2",430000,"2016-01-26"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11672,53,,"A2","115-27 128TH   STREET                    ","            ",11420,1,0,1,3150,753,1925,1,"A2",370000,"2015-11-18"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11676,44,,"A1","115-47 133RD STREET                      ","            ",11420,1,0,1,2000,826,1920,1,"A1",500,"2015-09-25"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11683,42,,"A1","116-47 126TH   STREET                    ","            ",11420,1,0,1,2000,868,1925,1,"A1",391650,"2015-11-17"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11683,44,,"A1","116-43 126TH STREET                      ","            ",11420,1,0,1,2000,868,1925,1,"A1",344000,"2015-05-29"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11684,44,,"A1","116-43 127 STREET                        ","            ",11420,1,0,1,2000,896,1925,1,"A1",435000,"2016-01-25"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11684,44,,"A1","116-43 127TH   STREET                    ","            ",11420,1,0,1,2000,896,1925,1,"A1",125000,"2015-06-04"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11684,50,,"A1","116-31 127TH STREET                      ","            ",11420,1,0,1,2000,810,1925,1,"A1",105000,"2015-12-28"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11736,26,,"A0","133-25 115TH   STREET                    ","            ",11420,1,0,1,3000,996,1930,1,"A0",435000,"2016-02-24"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11745,56,,"A1","117-28 124TH ST                          ","            ",11420,1,0,1,2000,896,1915,1,"A1",427000,"2016-02-03"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11746,8,,"A1","124-05 SUTTER AVENUE                     ","            ",11420,1,0,1,1900,868,1930,1,"A1",355000,"2015-08-12"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11747,24,,"A1","117-43 125TH   STREET                    ","            ",11420,1,0,1,2000,975,1930,1,"A1",358000,"2015-09-28"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11757,82,,"A1","122-60 134TH   STREET                    ","            ",11420,1,0,1,3000,832,1920,1,"A1",410000,"2015-10-27"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11757,82,,"A1","122-60 134TH   STREET                    ","            ",11420,1,0,1,3000,832,1920,1,"A1",265000,"2015-08-24"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11762,50,,"A2","130-12 125TH   STREET                    ","            ",11420,1,0,1,2000,576,1920,1,"A2",175000,"2015-07-01"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11774,510,,"A1","129-42 135TH   PLACE                     ","            ",11420,1,0,1,2000,812,1925,1,"A1",355000,"2015-09-11"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11774,514,,"A1","129-36 135 PLACE                         ","            ",11420,1,0,1,2000,812,1925,1,"A1",360000,"2015-10-14"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11774,519,,"A1","129-26 135TH   PLACE                     ","            ",11420,1,0,1,2000,812,1925,1,"A1",350500,"2015-07-29"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11775,207,,"A1","129-21 135TH PLACE                       ","            ",11420,1,0,1,2000,812,1925,1,"A1",360000,"2016-02-25"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11779,34,,"A1","131-04 135TH STREET                      ","            ",11420,1,0,1,1533,896,1930,1,"A1",300000,"2015-09-03"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11780,112,,"A1","131-19 135 STREET                        ","            ",11420,1,0,1,1988,868,1920,1,"A1",350000,"2016-02-19"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11780,113,,"A1","131-17 135TH   STREET                    ","            ",11420,1,0,1,1988,868,1920,1,"A1",315000,"2015-07-15"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11780,139,,"A1","131-32 135TH   PLACE                     ","            ",11420,1,0,1,2100,812,1920,1,"A1",303000,"2015-11-05"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11781,284,,"A1","131-25 135TH   PLACE                     ","            ",11420,1,0,1,2100,840,1925,1,"A1",388500,"2016-03-30"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11783,32,,"A2","133-05 124TH STREET                      ","            ",11420,1,0,1,2000,912,1940,1,"A2",443000,"2015-07-24"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11788,20,,"A2","133-27 129TH   STREET                    ","            ",11420,1,0,1,5600,926,1920,1,"A2",580000,"2015-09-08"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11795,62,,"A1","133-12 135TH   PLACE                     ","            ",11420,1,0,1,2100,840,1930,1,"A1",317000,"2015-12-02"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11795,63,,"A1","133-14 135TH   PLACE                     ","            ",11420,1,0,1,2050,840,1930,1,"A1",263640,"2015-12-14"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11796,34,,"A1","133-31 135TH PLACE                       ","            ",11420,1,0,1,2300,812,1920,1,"A1",380000,"2015-07-30"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11816,12,,"A1","149-49 115 STREET                        ","            ",11420,1,0,1,2000,840,1901,1,"A1",170000,"2015-05-22"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11894,56,,"A2","150-42 126TH   STREET                    ","            ",11420,1,0,1,2000,602,1925,1,"A2",345000,"2015-05-22"
4,"SOUTH OZONE PARK         ","01  ONE FAMILY DWELLINGS                    ","1",11895,51,,"A2","150-28 127TH   STREET                    ","            ",11420,1,0,1,6783,760,1950,1,"A2",415000,"2015-05-12"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12135,41,,"A1","152-15 135TH   AVENUE                    ","            ",11434,1,0,1,2000,840,1930,1,"A1",406500,"2015-11-19"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12316,51,,"A1","140-48 161 STREET                        ","            ",11434,1,0,1,1925,988,1935,1,"A1",175000,"2015-10-23"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12460,9,,"A2","122-40 FARMERS BOULEVARD                 ","            ",11434,1,0,1,3948,748,1930,1,"A2",318000,"2015-07-21"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12490,23,,"A2","128-02 SIDWAY PLACE                      ","            ",11434,1,0,1,3000,965,1925,1,"A2",250000,"2016-01-15"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12517,45,,"A2","172-54 125TH AVENUE                      ","            ",11434,1,0,1,2037,996,1920,1,"A2",265000,"2016-04-20"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12519,70,,"A2","172-11 128TH AVENUE                      ","            ",11434,1,0,1,3234,784,1920,1,"A2",141000,"2015-11-25"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12522,59,,"A2","174-27 127TH   AVENUE                    ","            ",11434,1,0,1,1617,639,1920,1,"A2",297901,"2015-11-04"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12573,35,,"A1","137-36 168 STREET                        ","            ",11434,1,0,1,2700,978,1920,1,"A1",270000,"2015-08-20"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12574,6,,"A1","16809 140TH AVENUE                       ","            ",11434,1,0,1,3500,992,1920,1,"A1",10,"2015-05-04"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12590,58,,"A1","140-30 173RD STREET                      ","            ",11434,1,0,1,2435,1000,1930,1,"A1",430000,"2015-09-22"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12597,16,,"A2","169-65 144TH   ROAD                      ","            ",11434,1,0,1,4000,940,1950,1,"A2",190000,"2015-09-22"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12664,7,,"A2","120-03 FARMERS BLVD                      ","            ",11412,1,0,1,5934,960,1950,1,"A2",430000,"2015-11-09"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12666,31,,"A2","121-12 MILBURN                           ","            ",11413,1,0,1,3920,960,1950,1,"A2",390000,"2015-08-14"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12666,94,,"A1","186-29 122ND AVENUE                      ","            ",11413,1,0,1,3570,954,1930,1,"A1",283250,"2015-10-26"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12667,12,,"A2","121-17 MILBURN STREET                    ","            ",11413,1,0,1,4000,960,1950,1,"A2",390000,"2015-12-09"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12675,50,,"A2","121-23 193RD   STREET                    ","            ",11413,1,0,1,4100,768,1955,1,"A2",355000,"2015-09-17"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12686,35,,"A1","121-11 198TH   STREET                    ","            ",11413,1,0,1,4100,990,1925,1,"A1",495000,"2015-12-29"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12686,35,,"A1","121-11 198 STREET                        ","            ",11413,1,0,1,4100,990,1925,1,"A1",270000,"2015-06-01"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12686,79,,"A1","198-07 122ND   AVENUE                    ","            ",11413,1,0,1,2619,996,1925,1,"A1",336951,"2016-03-18"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12700,61,,"A1","123-06 MONTAUK STREET                    ","            ",11413,1,0,1,2520,958,1925,1,"A1",452400,"2015-06-04"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12733,36,,"A5","122-20 SPRINGFIELD BLVD.                 ","            ",11413,1,0,1,2000,840,1950,1,"A5",215000,"2016-04-08"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",12997,132,,"A2","179-26 134TH AVENUE                      ","            ",11434,1,0,1,2200,880,1940,1,"A2",300000,"2015-10-27"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13021,11,,"A2","139-35 182ND   STREET                    ","            ",11413,1,0,1,4400,960,1945,1,"A2",386250,"2015-07-30"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13055,50,,"A2","184-22 141ST   AVENUE                    ","            ",11413,1,0,1,3600,1000,1945,1,"A2",340000,"2016-04-12"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13268,234,,"A1","166-10 SOUTH CONDUIT AVENUE              ","            ",11434,1,0,1,2002,923,1920,1,"A1",307224,"2015-08-21"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13271,34,,"A1","144-46 166TH   STREET                    ","            ",11434,1,0,1,2400,900,1920,1,"A1",250000,"2015-12-01"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13272,4,,"A1","166-08 144TH   AVENUE                    ","            ",11434,1,0,1,2000,872,1920,1,"A1",320000,"2015-10-09"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13272,42,,"A1","144-47 166TH STREET                      ","            ",11434,1,0,1,2000,928,1920,1,"A1",157000,"2015-09-16"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13280,39,,"A2","163-33 145TH   ROAD                      ","            ",11434,1,0,1,3900,825,1935,1,"A2",350000,"2015-07-31"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13335,28,,"A2","145-52 181ST STREET                      ","            ",11413,1,0,1,3950,960,1950,1,"A2",700000,"2015-12-18"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13335,35,,"A2","180-17 145TH   DRIVE                     ","            ",11434,1,0,1,4000,648,1925,1,"A2",699000,"2016-01-27"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13351,6,,"A1","178-19 146TH   DRIVE                     ","            ",11434,1,0,1,7380,990,1945,1,"A1",375000,"2015-11-16"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13351,6,,"A1","178-19 146TH   DRIVE                     ","            ",11434,1,0,1,7380,990,1945,1,"A1",319410,"2015-09-10"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13351,77,,"A2","17925 146TH DRIVE                        ","            ",11434,1,0,1,1830,525,1930,1,"A2",178500,"2015-12-01"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13351,77,,"A2","179-25 146TH   DRIVE                     ","            ",11434,1,0,1,1830,525,1930,1,"A2",309315,"2015-07-17"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13351,78,,"A2","179-23 146TH   DRIVE                     ","            ",11434,1,0,1,1830,525,1930,1,"A2",270000,"2015-12-24"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13353,13,,"A2","146-46 181ST STREET                      ","            ",11413,1,0,1,4600,815,1940,1,"A2",360000,"2016-03-14"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13356,7,,"A1","146-47 182ND   STREET                    ","            ",11413,1,0,1,4000,928,1925,1,"A1",318000,"2015-09-11"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13356,121,,"A5","182-14 146TH   ROAD                      ","            ",11413,1,0,1,1174,828,2009,1,"A5",224000,"2016-02-25"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13356,121,,"A5","182-14 146TH ROAD                        ","            ",11413,1,0,1,1174,828,2009,1,"A5",303881,"2015-09-18"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",13361,63,,"A5","183-09 145TH   DRIVE                     ","            ",11413,1,0,1,2279,840,2005,1,"A5",10,"2015-08-27"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",15011,2,,"A5","145-04 157 STREET                        ","            ",11434,1,0,1,2335,896,1950,1,"A5",30000,"2015-10-29"
4,"SPRINGFIELD GARDENS      ","01  ONE FAMILY DWELLINGS                    ","1",15015,333,,"A2","145-27 158TH STREET                      ","            ",11434,1,0,1,2200,960,1945,1,"A2",224094,"2015-06-29"
4,"SPRINGFIELD GARDENS      ","02  TWO FAMILY DWELLINGS                    ","1",12575,7,,"B3","169-05 140TH   AVENUE                    ","            ",11434,2,0,2,4000,980,1945,1,"B3",21600,"2015-10-13"
4,"SPRINGFIELD GARDENS      ","02  TWO FAMILY DWELLINGS                    ","1",12687,27,,"B2","120-46 200 STREET                        ","            ",11412,2,0,2,4700,949,1955,1,"B2",503000,"2016-03-30"
4,"SPRINGFIELD GARDENS      ","02  TWO FAMILY DWELLINGS                    ","1",12687,52,,"B2","120-23 199TH   STREET                    ","            ",11412,2,0,2,3840,949,1955,1,"B2",204000,"2016-02-02"
4,"SPRINGFIELD GARDENS      ","02  TWO FAMILY DWELLINGS                    ","1",13092,15,,"B3","181-34 144 AVENUE                        ","            ",11413,2,0,2,3300,973,1920,1,"B3",572000,"2015-12-15"
4,"SPRINGFIELD GARDENS      ","22  STORE BUILDINGS                         ","4",13314,1,,"K1","144-43 FARMERS BOULEVARD                 ","            ",11434,0,1,1,4054,720,2002,4,"K1",527611,"2016-01-15"
4,"SPRINGFIELD GARDENS      ","22  STORE BUILDINGS                         ","4",13410,45,,"K1","149-29 GUY R BREWER BLVD                 ","            ",11434,0,1,1,3720,862,1955,4,"K1",450000,"2015-05-13"
4,"SPRINGFIELD GARDENS      ","37  RELIGIOUS FACILITIES                    ","4",13273,19,,"M1","144-33 167TH STREET                      ","            ",11434,0,0,0,8000,900,1931,4,"M1",380000,"2015-09-28"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",10273,111,,"A2","110-26 175TH   STREET                    ","            ",11433,1,0,1,4000,975,1950,1,"A2",190000,"2015-11-06"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",10308,65,,"A2","114-07 177TH   STREET                    ","            ",11434,1,0,1,4000,892,1950,1,"A2",439875,"2015-10-06"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",10391,56,,"A5","115-08 FARMERS BOULEVARD                 ","            ",11412,1,0,1,2011,760,1955,1,"A5",350000,"2015-07-09"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",10953,26,,"A1","194-05 112TH   AVENUE                    ","            ",11412,1,0,1,2267,960,1940,1,"A1",410000,"2015-05-29"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",10980,44,,"A5","112-20 205TH   STREET                    ","            ",11412,1,0,1,1806,936,1935,1,"A5",290000,"2015-12-07"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",10981,170,,"A5","112-09 205TH   STREET                    ","            ",11412,1,0,1,1800,936,1935,1,"A5",336000,"2015-09-25"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",11000,244,,"A5","113-17 205TH STREET                      ","            ",11412,1,0,1,1800,936,1945,1,"A5",198000,"2016-04-13"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",11011,3,,"A1","194-05 114 DRIVE                         ","            ",11412,1,0,1,3000,936,1930,1,"A1",225000,"2016-03-22"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",11047,1,,"A5","115-47 205TH STREET                      ","            ",11412,1,0,1,2000,900,1940,1,"A5",340000,"2015-06-26"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",11052,3,,"A2","115-63 209TH   STREET                    ","            ",11411,1,0,1,4830,935,1945,1,"A2",31954,"2015-07-15"
4,"ST. ALBANS               ","01  ONE FAMILY DWELLINGS                    ","1",12623,60,,"A5","118-17 198TH   STREET                    ","            ",11412,1,0,1,1867,918,1950,1,"A5",296000,"2015-06-26"
4,"ST. ALBANS               ","02  TWO FAMILY DWELLINGS                    ","1",10981,172,,"B3","112-05 205TH   STREET                    ","            ",11412,2,0,2,1800,936,1935,1,"B3",25000,"2016-01-12"
4,"ST. ALBANS               ","21  OFFICE BUILDINGS                        ","4",12620,105,,"O1","199-12 LINDEN BOULEVARD                  ","            ",11412,0,1,1,1269,900,1932,4,"O9",218923,"2015-05-26"
4,"ST. ALBANS               ","22  STORE BUILDINGS                         ","4",12609,9,,"K1","192-18 LINDEN BOULEVARD                  ","            ",11412,0,1,1,1349,912,1939,4,"K1",275000,"2016-02-25"
4,"ST. ALBANS               ","22  STORE BUILDINGS                         ","4",12626,5,,"K1","201-08 LINDEN BOULEVARD                  ","            ",11412,0,1,1,1260,975,1932,4,"K1",325000,"2015-10-01"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",132,35,,"A5","49-14 39TH AVENUE                        ","            ",11377,1,0,1,1306,952,1940,1,"A5",840000,"2015-07-07"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",133,18,,"A5","3995 48TH STREET                         ","            ",11104,1,0,1,1366,952,1925,1,"A5",852000,"2015-07-30"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",133,152,,"A5","39-39 48TH STREET                        ","            ",11104,1,0,1,1393,952,1925,1,"A5",745000,"2016-03-02"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",137,45,,"A5","4122 47TH STREET                         ","            ",11104,1,0,1,1158,972,1925,1,"A5",940000,"2015-10-27"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",149,38,,"A5","39-07 46TH   STREET                      ","            ",11104,1,0,1,1742,952,1925,1,"A5",958000,"2015-12-04"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",154,79,,"A5","39-48 46TH STREET                        ","            ",11104,1,0,1,1742,952,1940,1,"A5",875000,"2015-10-09"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",155,18,,"A5","39-67 44TH   STREET                      ","            ",11104,1,0,1,1742,952,1925,1,"A5",800000,"2016-04-05"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",182,28,,"A5","39-84 44TH STREET                        ","            ",11104,1,0,1,1317,960,1930,1,"A5",915000,"2015-05-28"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",182,87,,"A5","39-14 44TH   STREET                      ","            ",11104,1,0,1,1317,960,1945,1,"A5",75000,"2015-09-29"
4,"SUNNYSIDE                ","01  ONE FAMILY DWELLINGS                    ","1",182,105,,"A5","39-98 44TH STREET                        ","            ",11104,1,0,1,1326,960,1945,1,"A5",896000,"2015-09-29"
4,"WHITESTONE               ","01  ONE FAMILY DWELLINGS                    ","1",4525,3,,"A2","151-65 10 AVENUE                         ","            ",11357,1,0,1,5085,938,1945,1,"A2",770000,"2015-12-10"
4,"WHITESTONE               ","01  ONE FAMILY DWELLINGS                    ","1",4527,58,,"A0","151-47 11TH   AVENUE                     ","            ",11357,1,0,1,5163,978,1950,1,"A0",700000,"2015-10-09"
4,"WHITESTONE               ","01  ONE FAMILY DWELLINGS                    ","1",4528,61,,"A5","151-33 12TH AVENUE                       ","            ",11357,1,0,1,1760,960,1945,1,"A5",625000,"2016-03-23"
4,"WHITESTONE               ","01  ONE FAMILY DWELLINGS                    ","1",4638,12,,"A5","22-09 146 STREET                         ","            ",11357,1,0,1,1300,896,1940,1,"A5",570000,"2015-08-18"
4,"WHITESTONE               ","01  ONE FAMILY DWELLINGS                    ","1",4638,13,,"A5","22-07 146TH   STREET                     ","            ",11357,1,0,1,1300,896,1940,1,"A5",565000,"2015-12-04"
4,"WHITESTONE               ","01  ONE FAMILY DWELLINGS                    ","1",5747,48,,"A0","16361 20TH AVENUE                        ","            ",11357,1,0,1,3977,985,1950,1,"A0",10,"2016-01-26"
4,"WHITESTONE               ","01  ONE FAMILY DWELLINGS                    ","1",5747,52,,"A0","163-53 20TH AVENUE                       ","            ",11357,1,0,1,3977,985,1950,1,"A0",600000,"2015-08-28"
